Service,Case,Description,Policy Link,Policy_type,Policy_name
Wikipedia,"You cannot delete your contributions, but it makes sense for this service","<li>Any content you add or any change that you make to a Wikimedia Site will be publicly and permanently available.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Pornhub,You cannot distribute or disclose your account to third parties,"<p>If you choose, or are provided with, a user name, password or any other piece of information as part of our security procedures, you must treat such information as confidential, and you must not disclose it to any other person.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Astronomer,You have the right to leave this service at any time,"Your account can be deleted or deactivated,
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Bereal,You have the right to leave this service at any time,"In case of disagreement with one or more of its conditions, the User is free not to use or no longer to use our services (especially in case of modification of the terms of the Privacy Policy).
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Dropbox,You have the right to leave this service at any time,"You may cancel your Dropbox Paid Account at any time.

        
Privacy Policy",Privacy Policy,1,Privacy Policy
FastMail,You have the right to leave this service at any time,"You can also delete certain information, or your entire Fastmail account should you wish to do so
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Foursquare,You have the right to leave this service at any time,"account at any time on our Sites by clicking on the ""Delete Your Account"" link in your ""Privacy Settings"" page through your web account.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Incog.host,You have the right to leave this service at any time,"If you cancel your service(s) with us, we will remove any record of your account from our customer portal and servers.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
itch.io,You have the right to leave this service at any time,"You may also send us an email at support@itch.io to request access to, correct, port, delete, or restrict use of any Personal Information that you have provided to us.
We cannot delete all of your Personal Information except by also deleting your user account.
We may not accommodate a request to change information if we believe the change would violate any law or legal requirement or cause the information to be incorrect.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Listudy,You have the right to leave this service at any time,"You may choose to close your account at any time, for any reason.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Medium,You have the right to leave this service at any time,"<li>You may withdraw consent by deleting your account at any time through the Settings page, or by going to Settings and then selecting Account within our app (except to the extent Medium is prevented by law from deleting your information).</li>

Privacy Policy",Privacy Policy,1,Privacy Policy
MeWe,You have the right to leave this service at any time,"You have the right to delete your account and take your content with you at any time.</li>

Privacy Policy",Privacy Policy,1,Privacy Policy
MySudo,You have the right to leave this service at any time,"You can stop all collection of information by the Applications by uninstalling the Applications.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Padlet,You have the right to leave this service at any time,"You may delete your Account at any time.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Pornhub,You have the right to leave this service at any time,"You may cancel your subscription to Pornhub Premium at any time while logged into your account under the ""Manage Premium Account"" link found at https://www.pornhubpremium.com/user/manage or by notifying us either by electronic or conventional mail, by chat, or by telephone.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Privacy Guides,You have the right to leave this service at any time,"<p>We will store your account data as long as your account remains open.
After closing an account, we may retain some or all of your account data in the form of backups or archives for up to 90 days
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Snopyta,You have the right to leave this service at any time,"You can either delete your user account on the respective service or by writing us an email to support@snopyta.org with your deletion request.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Taskade,You have the right to leave this service at any time,"Should you choose to delete your account, please contact us at support@taskade.com and we will follow up with such request as soon as possible
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Ting Inc.,You have the right to leave this service at any time,"If you wish to cancel your account, contact us at&nbsp;help@ting.com.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Ubisoft,You have the right to leave this service at any time,"</b>You can request the closure of your Account and the deletion of the associated Data.</li>
</ul>
<p>
<b>&nbsp;</b>To do so, please see the Account management page in the “Account information” Section then “Close your Ubisoft account”.</p>

PRIVACY POLICY",PRIVACY POLICY,1,Privacy Policy
VPNHub,You have the right to leave this service at any time,"<li>You may delete your account with us at any time.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
WhatsApp,You have the right to leave this service at any time,"You may delete your WhatsApp account at any time (including if you want to revoke your consent to our use of your information) using our in-app delete my account feature.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Wickr Me,You have the right to leave this service at any time,"<br>You can terminate your account at any time.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Women Also Know Stuff,You have the right to leave this service at any time,"You can delete information yourself by logging into your account and adjusting your profile as desired.
Or you may email us at contact@womenalsoknowstuff.com and request that an administrator delete your entire profile from the system.
Once this happens, your name and information will no longer appear on the site or be searchable publicly.
</li>
<li>

Privacy Policy",Privacy Policy,1,Privacy Policy
Yello,You have the right to leave this service at any time,"Customers may also close their account at any time
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Zoom Video Communications,You have the right to leave this service at any time,"Customers can delete their own accounts.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Archive of Our Own,You maintain ownership of your content,"<p>The <abbr>OTW</abbr> does not claim any ownership or copyright in your Content.
<strong>Repeat: we do not own your Content</strong>.
Nothing in this agreement changes that in any way.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Hacking with Swift,You maintain ownership of your content,"You maintain full ownership of your data
        
Privacy Policy",Privacy Policy,1,Privacy Policy
iStudiez,You maintain ownership of your content,"<li>We do not own or pretend for the ownership of your information.
Everything you put in iStudiez Pro is yours.
By using iStudiez Pro Cloud Sync service, you give us the permission to do certain things with your data so that we can run our service.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Zoho,You maintain ownership of your content,"<p>You own your service data.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
BlueMail,You must create an account to use this service,"When you install or access the Application and set up your account,
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Wallapop,You must create an account to use this service,"For this reason, when this data is not provided to us, we can not process your registration or offer the required services of buying and selling via Wallapop
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Alibaba,You must provide your identifiable information,"including name, address, phone number, email address, job title and department
        
Privacy Policy",Privacy Policy,1,Privacy Policy
PayPal,You must provide your identifiable information,"Also, some personal data is required for our services to function at all.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
vinted,You must provide your identifiable information,"2.1.3.
To enable you to set up your profile information
<p>If you decide to add profile details to the account you create on the Platform, we collect and use the following data when you choose to provide it:</p>
<ol>
<li>Full name;</li>
<li>Gender;</li>
<li>Date of birth;</li>
<li>Profile photo;</li>
<li>Whether you have enabled the Holiday Mode;</li>
<li>Your favorite items;</li>
<li>Information that you choose to provide in the “About You” field.</li>
</ol>
<p>Your profile photo, information on whether you have enabled the Holiday Mode and the information you provide in the ""About You"" field are visible to other visitors of the Platform, but the remainder of the data entered by you is not visible.</p>
<p>Legal basis for such collection and use is your consent (Art.
6 (1) (a) of the GDPR).</p>
<p>Personal data collected and used for this purpose are kept for as long as we keep your Vinted account – for 3 months from the date of deletion of your Vinted account or for 5 years and 3 months of inactivity on your account.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Adobe Services,"You must provide your legal name, pseudonyms are not allowed","To register with Adobe, to create an Adobe ID, and to use some Adobe websites, apps, products or services, the provision of some information is mandatory: if relevant information is not provided, then we will not be able to administer an Adobe account to you, or provide you with the websites, apps, products or services requested.

        
Privacy Policy",Privacy Policy,1,Privacy Policy
How-To Geek,"You must provide your legal name, pseudonyms are not allowed","Because, for your security, we require you to prove your identity before granting access to your information, we will verify your identity.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Linksys,"You must provide your legal name, pseudonyms are not allowed","We collect your name and contact information when you create an account and/or register your product.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Malwarebytes,"You must provide your legal name, pseudonyms are not allowed","We may collect the following personal information from you: Contact Information (such as name, email address, mailing address, or phone number).

        
Privacy Policy",Privacy Policy,1,Privacy Policy
Prezi,"You must provide your legal name, pseudonyms are not allowed","If you do choose to create an account and become a member, you must provide us with some personal information so that we can provide our services to you including your name, email address and/or phone number, occupation, title, and a password.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Profilic,"You must provide your legal name, pseudonyms are not allowed","We may process the account data (""account data"") you provide to us when ,registering for a Prolific account (or a user account on our Community Forum), ,which may include your name, email address, phone and address (and, in ,connection with our Community Forum, a “nickname” for posting).

        
Privacy Policy",Privacy Policy,1,Privacy Policy
Toggl Track,"You must provide your legal name, pseudonyms are not allowed","when you register for a Service user account (“<b>User Account</b>”), we ask you to give us your full name, email address, country of residence and time zone, and you may also upload a profile picture.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
vinted,"You must provide your legal name, pseudonyms are not allowed","<li>If you register on Vinted.pl Platform - your full name;
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Binance,You must report to the service any unauthorized use of your account or any breach of security,"<p>If you suspect that your personal information has been compromised, especially account and/or password information, please lock your Binance Account and immediately contact Binance Customer Support team at https://www.binance.com/en/support/requests/new.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Element,You must report to the service any unauthorized use of your account or any breach of security,"<br>If you become aware of any unauthorized use of your account or any other breach of security, you must notify Element immediately by sending an email to dpo@element.io.

        
Privacy Policy",Privacy Policy,1,Privacy Policy
Stingle Photos,You must report to the service any unauthorized use of your account or any breach of security,"we will act promptly to mitigate the impact of a breach and notify any affected users.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Tinder,You must report to the service any unauthorized use of your account or any breach of security,"If you believe that your account or information is no longer secure, please notify us immediately here</p>
<p>In order to ensure that our systems and your information are protected against unauthorized access, theft and loss, we implemented a bug bounty program.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Translate,You must report to the service any unauthorized use of your account or any breach of security,"You agree to (a) immediately notify us of any unauthorized use of your password or account or any other breach of security, and (b) ensure that you exit from your account at the end of each session when accessing the Service.

        
Privacy Policy",Privacy Policy,1,Privacy Policy
Translate,You shall not interfere with another person's enjoyment of the service,"or (vii) in the sole judgment of Translate.com, is objectionable or which restricts or inhibits any other person from using or enjoying the Service
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Adventurer's Codex,"You should revisit the terms periodically, although in case of material changes, the service will notify","We encourage you to review the Privacy Policy whenever you access or use our Services or otherwise interact with us to stay informed about our information practices and the ways you can help protect your privacy.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Browserling,"You should revisit the terms periodically, although in case of material changes, the service will notify","If we make any material changes to this Privacy Policy, we will notify you either through the email address you have provided us, or by placing a prominent notice on our website.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Canvas,"You should revisit the terms periodically, although in case of material changes, the service will notify","materially change how we collect, use or share your data, we will notify you
        
Privacy Policy",Privacy Policy,1,Privacy Policy
CCleaner,"You should revisit the terms periodically, although in case of material changes, the service will notify","13.
Policy Changes
<p>13.1	Updates to our Privacy Policy will occur from time to time and we will publish these changes on our website.</p>
<p>13.2	We suggest that you check our Privacy Policy every so often to keep yourself informed.</p>
<p>13.3	Where the changes are major, we will notify you by email if you have an Avast account or through posts on our website.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
CoolMathGames,"You should revisit the terms periodically, although in case of material changes, the service will notify","We will notify you of any material changes to our Policy as required by law.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Crowdmark,"You should revisit the terms periodically, although in case of material changes, the service will notify","This Privacy Policy may be revised from time to time as Crowdmark adds new features and services, as laws change, and as industry privacy and security best practices evolve.
If Crowdmark makes any change to this Privacy Policy regarding collection, use, disclosure or storage of personal information, Crowdmark will provide advance notice on the Website.
Small changes or changes that do not significantly affect individual privacy interests may be made at any time and without prior notice.
Crowdmark recommends that you check this webpage periodically in order to review the current Privacy Policy.
You can tell if this Privacy Policy has changed by checking the effective date that appears at the bottom of this Policy.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
DoorDash,"You should revisit the terms periodically, although in case of material changes, the service will notify","If we make any material changes to the way we process your Personal Information, we will notify you before such changes are effective.
If you object to any changes, you must cease using our Services.
We recommend you review this Policy periodically.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Foursquare,"You should revisit the terms periodically, although in case of material changes, the service will notify","If we make material changes in the way we use your data, we will notify you by posting an announcement on our Sites or Apps, or by sending you an email (if we have your email).
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Healthline,"You should revisit the terms periodically, although in case of material changes, the service will notify","We may update this Privacy Policy to reflect changes to our information practices.
If we make any material changes, then we will notify you by email (sent to the email address specified in your account) or by means of a notice on this website prior to the change becoming effective
        
Privacy Policy",Privacy Policy,1,Privacy Policy
IKEA,"You should revisit the terms periodically, although in case of material changes, the service will notify","If we change this Privacy Policy in a material way, we will provide appropriate notice to you.

        
Privacy Policy",Privacy Policy,1,Privacy Policy
Jsbin,"You should revisit the terms periodically, although in case of material changes, the service will notify","If we make major changes in the way we collect or use information, we will notify you by posting an announcement on the Website or sending you an email
        
Privacy Policy",Privacy Policy,1,Privacy Policy
KeyMe,"You should revisit the terms periodically, although in case of material changes, the service will notify","If we make material changes to this Privacy Policy, we will notify you by posting an announcement on the Services or sending you an email.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Leetify,"You should revisit the terms periodically, although in case of material changes, the service will notify","Although changes are likely to be minor, our Privacy Policy may change from time to time.
We will not reduce your rights under this Privacy Policy without your explicit consent.
We will post any Privacy Policy changes on this page and, if the changes are significant, we will provide a more prominent notice (for example email notification of Privacy Policy changes)
        
Privacy Policy",Privacy Policy,1,Privacy Policy
National Geographic,"You should revisit the terms periodically, although in case of material changes, the service will notify","As our organizational practices, policies, and processes change from time to time, this Privacy Notice is expected to change as well.
We reserve the right to amend the Privacy Notice at any time, for any reason, without notice to you, other than the posting of the amended Privacy Notice at this Site.
We may email periodic reminders of our notices and terms and conditions and will email notifications to you, but you should check our Site frequently to see the current Privacy Notice that is in effect and any changes that may have been made to it.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
OneSignal,"You should revisit the terms periodically, although in case of material changes, the service will notify","We reserve the right, at our sole discretion, to modify this Privacy Policy or any portion thereof.
Any changes will be effective from the time of publication of the new privacy policy.
If we believe that the changes are material, we will let you know by doing one (or more) of the following: (i) posting the changes on or through the Services, (ii) sending you an email or message about the changes.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Quora,"You should revisit the terms periodically, although in case of material changes, the service will notify","<p>If we change our privacy policies and procedures, we will post those changes on this page.
If we make any changes to this Privacy Policy that materially change how we treat your personal information, we will endeavor to provide you with reasonable notice of such changes, such as via prominent notice in the Quora Platform or to your email address of record, and where required by law, we will obtain your consent or give you the opportunity to opt out of such changes.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Strava,"You should revisit the terms periodically, although in case of material changes, the service will notify","If Strava makes changes to this Privacy Policy, the updated Privacy Policy will be posted on the Services in a timely manner and, if we make material changes, we will provide a prominent notice
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Uber,"You should revisit the terms periodically, although in case of material changes, the service will notify","We may occasionally update this notice.
If we make significant changes, we will notify users in advance of the changes through the Uber apps or through other means, such as email.

        
Privacy Policy",Privacy Policy,1,Privacy Policy
Waterfox,"You should revisit the terms periodically, although in case of material changes, the service will notify","We may need to change this policy and our notices.
The updates will be posted online.
If the changes are substantive, we will announce the update through Waterfox's usual channels for such announcements such as blog posts and forums.

        
Privacy Policy",Privacy Policy,1,Privacy Policy
Xiaomi,"You should revisit the terms periodically, although in case of material changes, the service will notify","<p>We review the Privacy Policy periodically based on changes in business and technology, and we may update this Privacy Policy.
If we make a material change to this Privacy Policy, we will notify you via your registered contact information such as email (sent to the email address specified in your account) or publish on Xiaomi websites or notify you via mobile devices so that you can learn about the information we collect and how we use it.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Cakey Bot,You will be notified if personal data has been affected by data breaches,"<p>In the event we experience a breach of security, we will promptly notify you if your personal information has been compromised, in accordance with applicable law.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
CCleaner,You will be notified if personal data has been affected by data breaches,"In the unlikely event of a breach in the security of personal data, we will notify all users who are actually or potentially affected.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
CyberGhost,You will be notified if personal data has been affected by data breaches,"Further, in the event of a data breach, in which we discover your Peronal Data is at risk, we will notify you immediately through your account or the Website or, if technically possible, by sending you an email.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
edX,You will be notified if personal data has been affected by data breaches,"If edX learns of a security breach involving its copy of your Personal Information, edX may attempt to notify you electronically so that you may take appropriate protective steps.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Gandi,You will be notified if personal data has been affected by data breaches,"In the event of a data breach, Gandi has adopted mitigation and recovery procedures, as well as alerting the persons concerned and the authorities (notably the CNIL) if necessary.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
How-To Geek,You will be notified if personal data has been affected by data breaches,"In the unlikely event that we believe the security of your information may have been compromised, we may seek to notify you.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
iFunny,You will be notified if personal data has been affected by data breaches,"We will notify you and any regulatory body of any breach of your personal data or our security measures if and when we are legally required to do so.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
LBRY,You will be notified if personal data has been affected by data breaches,"should a data breach occur:</strong>
</p>
<p>We will notify you via email:</p>
<ul>
<li>Within 7 business days</li>
</ul>
<p>We will notify the users via in-site notification:</p>
<ul>
<li>Within 7 business days</li>
</ul>

Privacy Policy",Privacy Policy,1,Privacy Policy
Miraheze,You will be notified if personal data has been affected by data breaches,"Miraheze will make public disclosures of security breaches that we uncover on the Website.
If we determine that a breach of the Services has revealed personally identifiable information of a large number of users, Miraheze will announce the issue by a notice on all wikis.
If it is likely that your information has been hacked, and you have provided Miraheze with your email, Miraheze will send email notifications on the breach to you.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Mozilla.org,You will be notified if personal data has been affected by data breaches,"Despite our efforts, if we learn of a security breach, we'll notify you so that you can take appropriate protective steps.
        
Privacy policy",Privacy policy,1,Privacy Policy
Remind,You will be notified if personal data has been affected by data breaches,"If Remind knows or becomes aware of a security breach of its users' personally identifiable information, Remind will notify affected users as required by applicable laws and may post a notice on the Services as required by applicable law(s).
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Smartmessages,You will be notified if personal data has been affected by data breaches,"Breaches can include:</p>
<ul>
<li>Unauthorised third-party acccess.</li>
<li>Deliberate or accidental action by a controller or processor.</li>
<li>Revealing personal data to an incorrect recipient.</li>
<li>Alteration of personal data without permission.</li>
<li>Loss of availability of personal data.</li>
</ul>
<p>Should a breach occur relating to subscriber data, we will inform the relevant account holder(s) (the data controller) by email to their account addresses, and it is their responsiblity to communicate with subscribers, if necessary.</p>

Privacy policy",Privacy policy,1,Privacy Policy
STiBaRC,You will be notified if personal data has been affected by data breaches,"All user data is stored separate from the website, on a database not accessible to the outside world.
All access to the database is logged and is reviewed frequently.<br> If an intrusion is found, all affected users will be notified appropriately and quickly.<br>

Privacy Policy",Privacy Policy,1,Privacy Policy
supabase,You will be notified if personal data has been affected by data breaches,"In the event that any information under our control is compromised as a result of a breach of security, we will take reasonable steps to investigate the situation and where appropriate, notify those individuals whose information may have been compromised and take other steps, in accordance with any applicable laws and regulations.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Sync,You will be notified if personal data has been affected by data breaches,"We will notify you of any breach of our security safeguards involving your personal information if it is reasonable in the circumstances to believe that the breach creates a real risk of significant harm to you.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Women Also Know Stuff,Your account can be deleted without prior notice and without a reason,"We may terminate or suspend your account and bar access to the Service immediately, without prior notice or liability, under our sole discretion, for any reason whatsoever and without limitation, including but not limited to a breach of the Terms
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Hacking with Swift,Your account can be suspended for several reasons,"<li>If you break our code of conduct we reserve the right to suspend your account.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
iStudiez,Your account can be suspended for several reasons,"<p>We may delete your Cloud Sync account including all your iStudiez Pro data stored on our servers if you do not log into it for more than six months.
If that happens, we will try to notify you before taking any action.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Translate,Your account can be suspended for several reasons,"We reserve the right to immediately terminate or suspend any User accounts or passwords in the event that User violates any of the terms and conditions of this Agreement or engages in any conduct which we, at our sole discretion, consider it to be unacceptable
        
Privacy Policy",Privacy Policy,1,Privacy Policy
23andMe,Your biometric data is collected,"Genetic Information.
</strong>
Information regarding your genotype (e.g.
the As, Ts, Cs, and Gs at particular locations in your genome), your Genetic Information, is generated when we analyze and process your saliva sample, or when you otherwise contribute or access your Genetic Information through our Services.
Genetic Information includes the 23andMe results reported to you as part of our Services, and may be used for other purposes
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Alibaba,Your biometric data is collected,"This may include health data of end-users (which may include minors as applicable)
        
Privacy Policy",Privacy Policy,1,Privacy Policy
DoorDash,Your biometric data is collected,"Biometric information – We may collect face photo, identity document, facial recognition, voice, or other biometric data.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Fandango,Your biometric data is collected,"Biometric identifiers <p>For example: facial scans or fingerprints.</p>
<ul>
<li>Provide the Services</li>
<li>Personalize your experience</li>
<li>Provide seamless experience across platforms and devices</li>
<li>Protect our users, Services and properties</li>
</ul> Audio and video <p>For example: audio recordings of a customer service call or security video footage if you visit one of our properties.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
NBC News,Your biometric data is collected,"<strong>Biometric identifiers</strong>
</p>
<p>For example: facial scans or fingerprints we collect at some of our theme parks, studios, or our offices.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Nvidia,Your biometric data is collected,"We collect the following publicly available data:</p>
<ul>
<li>Public images, audio-video, and survey data (e.g., lidar / radar data) surrounding our NVIDIA-identified vehicles, so that we can train our AV and AI models to safely and reliably perceive, classify, and navigate public roads and other spaces;</li>
<li>Publicly licensed or non-copyrighted images of people, faces, or objects so that we can train our AI models to reliably and accurately classify the content of these images;</li>
<li>Public images and audio-video in clearly disclosed locations so that we can train our AI models to reliably and accurately classify people, faces, and public incidents such as accidents or car alarms.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
PayPal,Your biometric data is collected,"Audio, electronic, visual, biometric, or similar information, for example:</p>
<ul>
<li>Call recordings when you talk to customer service</li>
<li>Voice identification, when you consent to this biometric method of authentication</li>
<li>Photo IDs and profile pictures you provide</li>

Privacy Policy",Privacy Policy,1,Privacy Policy
SmartThings,Your biometric data is collected,"If you connect video or audio recording devices to SmartThings, to provide you with our services, we may obtain content (and related information) that is captured and recorded by those devices, such as video or audio recordings, live video or audio streams, and images.
        
Privacy policy",Privacy policy,1,Privacy Policy
Strava,Your biometric data is collected,"Record your activities and analyze your performance.</b> For example, to compare your past efforts, analyze your training, and (with your consent) use your heart rate information to provide you with interesting and useful performance analysis.</li>
<li>
<b>Interact with other athletes.</b>

Privacy Policy",Privacy Policy,1,Privacy Policy
Wolt,Your biometric data is collected,"<p>information you provide by phone or in email or chat correspondence with us, including call recordings of your calls with our customer service.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Astronomer,Your browser's Do Not Track (DNT) headers are respected,"If your browser or similar mechanism gives
our site a “do not track” signal, our site will make commercially reasonable attempts to honor your settings (although
we still may deliver and use cookies and other tracking technologies for non-marketing purposes).
        
Privacy Policy",Privacy Policy,1,Privacy Policy
EthicalAds,Your browser's Do Not Track (DNT) headers are respected,"<p>EthicalAds supports Do Not Track (DNT) and respects users' tracking preferences.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
FastMail,Your browser's Do Not Track (DNT) headers are respected,"Matomo respects Do Not Track browser flags.
you may opt out of tracking by setting your browser to Do Not Track.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
FreeTube,Your browser's Do Not Track (DNT) headers are respected,"You can opt-out of these analytics by disabling JavaScript on your browser or by enabling the Do Not Track setting within your web browser.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Hacking with Swift,Your browser's Do Not Track (DNT) headers are respected,"We aim to embed using the highest privacy settings to protect your privacy, which means we embed using ""dnt on"" for Twitter, ""No Cookie"" for YouTube, and <code>dnt=1</code> for Vimeo
        
Privacy Policy",Privacy Policy,1,Privacy Policy
LBRY,Your browser's Do Not Track (DNT) headers are respected,"We honor Do Not Track signals and Do Not Track, plant cookies, or use advertising when a Do Not Track (DNT) browser mechanism is in place.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Smartmessages,Your browser's Do Not Track (DNT) headers are respected,"We honour the standard ""Do Not Track"" mechanism built into browsers, which is usually controlled by a browser setting labelled something like ""Ask websites not to track me
        
Privacy policy",Privacy policy,1,Privacy Policy
Waterfox,Your browser's Do Not Track (DNT) headers are respected,"<li>Do Not Track: Waterfox does not track users across third party websites to provide targeted advertising.
If you have configured your browser to send a “Do Not Track” signal when accessing our websites, Waterfox will not utilize any of the tools described in the Metrics section.</li>

Privacy Policy",Privacy Policy,1,Privacy Policy
Bing,Your browsing history can be viewed by the service,"<p>The ads that you see may also be selected based on other information learned about you over time using demographic data, location data, search queries, interests and favorites, usage data from our products and sites, and the information we collect about you from the sites and apps of our advertisers and partners
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Wikiwand,Your browsing history can be viewed by the service,"We
also collect information when you make use of the Site, including your browsing
history.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
GlobaliD,Your content can be deleted if you violate the terms,"Abusive or inappropriate submitted material may be flagged on our platform through community moderation and may be ghosted from public view.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Translate,Your content can be deleted if you violate the terms,"Without limiting the foregoing, we will have the right to remove any content that violates these Terms or is deemed by us, in our sole discretion, to be otherwise objectionable.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Blender,Your data is processed and stored in a country that is friendlier to user privacy protection,"<p>The Data is processed and kept in the heavily secured XS4all Colocation DataCenter in Amsterdam, the Netherlands.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Proton AG,Your data is processed and stored in a country that is friendlier to user privacy protection,"All servers used in connection with the provisioning of the Service are located in Switzerland and wholly owned and operated by the Company.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Snopyta,Your data is processed and stored in a country that is friendlier to user privacy protection,"<p> All of your data is stored in a secure data center by Hetzner Online in Helsinki (Finland) or Nuremberg/Falkenstein (Germany)
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Swisscows,Your data is processed and stored in a country that is friendlier to user privacy protection,"<p> The Swisscows headquarters is located in Switzerland.
our servers are also located there.

        
Privacy Policy",Privacy Policy,1,Privacy Policy
Threema Work,Your data is processed and stored in a country that is friendlier to user privacy protection,"The data processed within the scope of order fulfillment will be processed exclusively by Threema on its own server infrastructure in Switzerland and will not be passed on to third parties.</p>

Privacy policy",Privacy policy,1,Privacy Policy
Ableton,Your data is processed and stored in a country that is less friendly to user privacy protection,"A data transfer to the USA takes place, when we use the software of our service provider’s., Skype Communications SARL, Zoom Video Communications Inc.
and Survey Monkey Europe UC to conduct usability tests.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Alibaba,Your data is processed and stored in a country that is less friendly to user privacy protection,"The data generated by the cookie about your use of the Platform will be transmitted to Google and stored by Google on servers in the United States
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Astronomer,Your data is processed and stored in a country that is less friendly to user privacy protection,"<p>We maintain information in the United States of America and in accordance with the laws of the United States, which
may not provide the same level of protection as the laws in your jurisdiction.
By using our website and providing us
with information, you understand and agree that your information may be transferred to and stored on servers located
outside your resident jurisdiction and, to the extent you are a resident of a country other than the United States, that
you consent to the transfer of such data to the United States for processing by us in accordance with this Privacy
Policy.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
